,VMV_CODE,NATIONAL_VARIABLE_CODE,VARIABLE_COMMON_NAME,VARIABLE_COMMON_NAME_FR,VARIABLE_TYPE,VARIABLE_TYPE_FR,MEASUREMENT_UNIT,DESCRIPTION,DESCRIPTION_FR,NATIONAL_METHOD_CODE,METHOD_TITLE,METHOD_TITLE_FR
586,108316,813,SULPHATE,SULFATES,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAM PER LITER,MILLIGRAMME PAR LITRE,3561.0,UNFILTERED DECANTED IONS ARE DETERMINED BY ION CHROMATOGRAPHY WITH A HYDROXIDE ELUENT.,LES IONS NON-FILTRÉS DÉCANTÉS SONT DÉTERMINÉS PAR CHROMATOGRAPHIE IONIQUE AVEC UN ÉLUENT HYDROXYDE.
587,108317,3437,NITRATE TOTAL,NITRATES TOTAUX,NITROGEN,AZOTE,MG/L,MILLIGRAM PER LITER,MILLIGRAMME PAR LITRE,3561.0,UNFILTERED DECANTED IONS ARE DETERMINED BY ION CHROMATOGRAPHY WITH A HYDROXIDE ELUENT.,LES IONS NON-FILTRÉS DÉCANTÉS SONT DÉTERMINÉS PAR CHROMATOGRAPHIE IONIQUE AVEC UN ÉLUENT HYDROXYDE.
588,108324,786,SILICA REACTIVE,SILICE RÉACTIVE,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAM PER LITER,MILLIGRAMME PAR LITRE,3564.0,REACTIVE SILICA IN WATER IS DETERMINED BY COLOURIMETRIC METHOD (ACID REDUCTION).,
589,108622,966,MOISTURE,HUMIDITÉ,PHYSICAL,PHYSIQUE,%,PERCENT,POURCENTAGE,3580.0,DETERMINATION OF MOISTURE CONTENT IN SOLIDS IS DONE BY GRAVIMETRY.,LA DÉTERMINATION DE LA TENEUR EN EAU DE SOLIDES EST EFFECTUÉE PAR GRAVIMÉTRIE.
590,108664,350,SILVER TOTAL,ARGENT TOTAL,METAL,MÉTAUX,µG/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,3583.0,TOTAL METALS IN WATER ARE ANALYZED BY INDUCTIVELY COUPLED ARGON PLASMA-COLLISION/REACTION CELL MASS SPECTROMETER (CRC-ICP-MS) BY DISCRETE SAMPLING PNEUMATIC NEBULIZATION.,LES MÉTAUX TOTAUX DANS L'EAU SONT ANALYSÉS PAR NÉBULISATION PNEUMATIQUE À PRÉLÈVEMENT DISCRET DANS UN SPECTROMÈTRE DE MASSE À COLLISION/RÉACTION PAR PLASMA D’ARGON COUPLÉ INDUCTIVEMENT (CRC-ICP-MS).
591,108671,408,CALCIUM TOTAL,CALCIUM TOTAL,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAM PER LITER,MILLIGRAMME PAR LITRE,3583.0,TOTAL METALS IN WATER ARE ANALYZED BY INDUCTIVELY COUPLED ARGON PLASMA-COLLISION/REACTION CELL MASS SPECTROMETER (CRC-ICP-MS) BY DISCRETE SAMPLING PNEUMATIC NEBULIZATION.,LES MÉTAUX TOTAUX DANS L'EAU SONT ANALYSÉS PAR NÉBULISATION PNEUMATIQUE À PRÉLÈVEMENT DISCRET DANS UN SPECTROMÈTRE DE MASSE À COLLISION/RÉACTION PAR PLASMA D’ARGON COUPLÉ INDUCTIVEMENT (CRC-ICP-MS).
592,108683,565,POTASSIUM DISSOLVED/FILTERED,POTASSIUM DISSOUS/FILTRÉ,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAM PER LITER,MILLIGRAMME PAR LITRE,3583.0,TOTAL METALS IN WATER ARE ANALYZED BY INDUCTIVELY COUPLED ARGON PLASMA-COLLISION/REACTION CELL MASS SPECTROMETER (CRC-ICP-MS) BY DISCRETE SAMPLING PNEUMATIC NEBULIZATION.,LES MÉTAUX TOTAUX DANS L'EAU SONT ANALYSÉS PAR NÉBULISATION PNEUMATIQUE À PRÉLÈVEMENT DISCRET DANS UN SPECTROMÈTRE DE MASSE À COLLISION/RÉACTION PAR PLASMA D’ARGON COUPLÉ INDUCTIVEMENT (CRC-ICP-MS).
593,108686,2690,MAGNESIUM TOTAL,MAGNÉSIUM TOTAL,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAM PER LITER,MILLIGRAMME PAR LITRE,3583.0,TOTAL METALS IN WATER ARE ANALYZED BY INDUCTIVELY COUPLED ARGON PLASMA-COLLISION/REACTION CELL MASS SPECTROMETER (CRC-ICP-MS) BY DISCRETE SAMPLING PNEUMATIC NEBULIZATION.,LES MÉTAUX TOTAUX DANS L'EAU SONT ANALYSÉS PAR NÉBULISATION PNEUMATIQUE À PRÉLÈVEMENT DISCRET DANS UN SPECTROMÈTRE DE MASSE À COLLISION/RÉACTION PAR PLASMA D’ARGON COUPLÉ INDUCTIVEMENT (CRC-ICP-MS).
594,108689,2691,SODIUM TOTAL,SODIUM TOTAL,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAM PER LITER,MILLIGRAMME PAR LITRE,3583.0,TOTAL METALS IN WATER ARE ANALYZED BY INDUCTIVELY COUPLED ARGON PLASMA-COLLISION/REACTION CELL MASS SPECTROMETER (CRC-ICP-MS) BY DISCRETE SAMPLING PNEUMATIC NEBULIZATION.,LES MÉTAUX TOTAUX DANS L'EAU SONT ANALYSÉS PAR NÉBULISATION PNEUMATIQUE À PRÉLÈVEMENT DISCRET DANS UN SPECTROMÈTRE DE MASSE À COLLISION/RÉACTION PAR PLASMA D’ARGON COUPLÉ INDUCTIVEMENT (CRC-ICP-MS).
595,108765,729,PHOSPHORUS SOLUBLE REACTIVE,PHOSPHORE RÉACTIF SOLUBLE,PHOSPHORUS,PHOSPHORE,MG/L,MILLIGRAM PER LITER,MILLIGRAMME PAR LITRE,3589.0,THE SOLUBLE REACTIVE PHOSPHOROUS CONCENTRATION IN THE SAMPLE (FILTERED) IS DETERMINED BY THE AUTOMATED ASCORBIC ACID REDUCTION METHOD.,LA CONCENTRATION DU PHOSPHORE RÉACTIF SOLUBLE DANS L’ÉCHANTILLON (FILTRÉ) EST DÉTERMINÉE AVEC LA MÉTHODE AUTOMATISÉE DE RÉDUCTION À L'ACIDE ASCORBIQUE.
596,108767,637,NITROGEN TOTAL DISSOLVED,AZOTE TOTAL DISSOUS,NITROGEN,AZOTE,MG/L,MILLIGRAM PER LITER,MILLIGRAMME PAR LITRE,3591.0,"THE CONCENTRATION OF TOTAL DISSOLVED NITROGEN IS ANALYZED IN A CONTINUOUS SEGMENTED FLOW ANALYZER (CFA) USING HYDRAZINE, AND THE AZO DYE PHOTOMETRIC METHOD.",LA CONCENTRATION DE L’AZOTE TOTAL DISSOUS EST ANALYSÉE PAR ANALYSEUR AUTOMATIQUE À FLUX CONTINU AVEC LA MÉTHODE PHOTOMÉTRIQUE À L'HYDRAZINE ET LE COLORANT AZO.
597,108768,635,NITROGEN TOTAL,AZOTE TOTAL,NITROGEN,AZOTE,MG/L,MILLIGRAM PER LITER,MILLIGRAMME PAR LITRE,3592.0,THE TOTAL NITROGEN CONCENTRATION IN AN UNFILTERED SAMPLE IS DETERMINED BY THE FIA PHOTOMETER AT 520 NM WAVELENGTH USING THE AZO DYE PHOTOMETRIC METHOD.,LA CONCENTRATION DE L’AZOTE AZOTE TOTAL DANS UN ÉCHANTILLON NON-FILTRÉ EST DÉTERMINÉE PAR FLUX D'INJECTION CONTINU (FIA) À LA LONGUEUR D’ONDE DE 520 NM AVEC LA MÉTHODE PHOTOMÉTRIQUE À L'HYDRAZINE - COLORANT AZO.
598,108862,730,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,PHOSPHORUS,PHOSPHORE,MG/L,MILLIGRAM PER LITER,MILLIGRAMME PAR LITRE,2925.0,PHOSPHORUS IN WATER IS DETERMINED BY COLOURIMETRY ON AUTOANALYZER.,LE PHOSPHORE DANS L'EAU EST DÉTERMINÉ PAR COLORIMÉTRIE À L'AIDE D'UN AUTOANALYSEUR.
599,108863,731,PHOSPHORUS TOTAL DISSOLVED,PHOSPHORUS TOTAL DISSOUS,PHOSPHORUS,PHOSPHORE,MG/L,MILLIGRAM PER LITER,MILLIGRAMME PAR LITRE,2925.0,PHOSPHORUS IN WATER IS DETERMINED BY COLOURIMETRY ON AUTOANALYZER.,LE PHOSPHORE DANS L'EAU EST DÉTERMINÉ PAR COLORIMÉTRIE À L'AIDE D'UN AUTOANALYSEUR.
600,108864,730,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,PHOSPHORUS,PHOSPHORE,MG/L,MILLIGRAM PER LITER,MILLIGRAMME PAR LITRE,2925.0,PHOSPHORUS IN WATER IS DETERMINED BY COLOURIMETRY ON AUTOANALYZER.,LE PHOSPHORE DANS L'EAU EST DÉTERMINÉ PAR COLORIMÉTRIE À L'AIDE D'UN AUTOANALYSEUR.
601,108865,731,PHOSPHORUS TOTAL DISSOLVED,PHOSPHORUS TOTAL DISSOUS,PHOSPHORUS,PHOSPHORE,MG/L,MILLIGRAM PER LITER,MILLIGRAMME PAR LITRE,2925.0,PHOSPHORUS IN WATER IS DETERMINED BY COLOURIMETRY ON AUTOANALYZER.,LE PHOSPHORE DANS L'EAU EST DÉTERMINÉ PAR COLORIMÉTRIE À L'AIDE D'UN AUTOANALYSEUR.
602,1089,10213,COLOUR TOTAL ABSORBANCE,COULEUR ABSORBANCE TOTALE,PHYSICAL,PHYSIQUE,SWU,SPECTROPHOTOMETER WAVELENGTH UNIT,UNITÉ DE LONGUEUR D'ONDE DE SPECTROPHOTOMÈTRE,10124.0,BC MELP EMS CODE: X010,CODE DU SSE DU MELP DE LA COLOMBIE-BRITANNIQUE:  X10
603,108946,758,SALINITY,SALINITÉ,PHYSICAL,PHYSIQUE,UNKNOWN,,,3612.0,SALINITY IN WATER IS DETERMINED USING THE CONDUCTIVITY RATIO TO A KCL STANDARD.,LA SALINITÉ DANS L'EAU EST DÉTERMINÉE PAR UTILISATION DU RAPPORT À LA CONDUCTIVITÉ D'UN STANDARD KCL.
604,108947,4366,BROMINE EXTRACTABLE,BROME EXTRACTIBLE,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAM PER LITER,MILLIGRAMME PAR LITRE,3613.0,BROMINE AND IODINE IN WATER SAMPLES ARE DETERMINED BY COLLISION/REACTION CELL (CRC) ICP-MS.,
605,109020,4489,THIACLOPRID,THIACLOPRIDE,NEONICOTINOID,NÉONICOTINOÏDE,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3619.0,NEONICOTINOID INSECTICIDES IN WATER ARE ANALYZED BY ESI-LC-MS/MS.,LES INSECTICIDES NÉONICOTINOÏDES DANS L'EAU SONT ANALYSÉS PAR IONISATION PAR ÉLECTRO-NÉBULISEUR-LC-MS/MS.
606,109021,4155,IMIDACLOPRID,IMIDACLOPRIDE,NEONICOTINOID,NÉONICOTINOÏDE,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3619.0,NEONICOTINOID INSECTICIDES IN WATER ARE ANALYZED BY ESI-LC-MS/MS.,LES INSECTICIDES NÉONICOTINOÏDES DANS L'EAU SONT ANALYSÉS PAR IONISATION PAR ÉLECTRO-NÉBULISEUR-LC-MS/MS.
607,109022,1165,THIAMETHOXAM,THIAMÉTHOXAM,NEONICOTINOID,NÉONICOTINOÏDE,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3619.0,NEONICOTINOID INSECTICIDES IN WATER ARE ANALYZED BY ESI-LC-MS/MS.,LES INSECTICIDES NÉONICOTINOÏDES DANS L'EAU SONT ANALYSÉS PAR IONISATION PAR ÉLECTRO-NÉBULISEUR-LC-MS/MS.
608,109023,4490,CLOTHIANIDIN,CLOTHIANIDINE,NEONICOTINOID,NÉONICOTINOÏDE,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3619.0,NEONICOTINOID INSECTICIDES IN WATER ARE ANALYZED BY ESI-LC-MS/MS.,LES INSECTICIDES NÉONICOTINOÏDES DANS L'EAU SONT ANALYSÉS PAR IONISATION PAR ÉLECTRO-NÉBULISEUR-LC-MS/MS.
609,109024,4491,DINOTEFURAN,DINOTEFURANE,NEONICOTINOID,NÉONICOTINOÏDE,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3619.0,NEONICOTINOID INSECTICIDES IN WATER ARE ANALYZED BY ESI-LC-MS/MS.,LES INSECTICIDES NÉONICOTINOÏDES DANS L'EAU SONT ANALYSÉS PAR IONISATION PAR ÉLECTRO-NÉBULISEUR-LC-MS/MS.
610,109025,4492,CLOTHIANIDIN-D3,CLOTHIANIDINE-D3,SURROGATE,SURROGATE,%,PERCENT,POURCENTAGE,3619.0,NEONICOTINOID INSECTICIDES IN WATER ARE ANALYZED BY ESI-LC-MS/MS.,LES INSECTICIDES NÉONICOTINOÏDES DANS L'EAU SONT ANALYSÉS PAR IONISATION PAR ÉLECTRO-NÉBULISEUR-LC-MS/MS.
611,109026,1040,PH (FIELD),PH (TERRAIN),PHYSICAL,PHYSIQUE,PH,PH UNIT,UNITÉ PH,3620.0,FIELD MEASUREMENTS ARE MADE USING A MULTI-SONDE.,LES MESURES DE TERRAIN SONT EFFECTUÉES EN UTILISANT UNE MULTI-SONDE.
612,109027,3357,CONDUCTANCE (FIELD),CONDUCTANCE (TERRAIN),FIELD (PHYSICAL),TERRAIN (PHYSIQUES),µS/CM,MICROSIEMENS PER CENTIMETER,MICROSIEMENS PAR CENTIMÈTRE,3620.0,FIELD MEASUREMENTS ARE MADE USING A MULTI-SONDE.,LES MESURES DE TERRAIN SONT EFFECTUÉES EN UTILISANT UNE MULTI-SONDE.
613,109028,3461,TEMPERATURE WATER (FIELD),TEMPÉRATURE DE L'EAU (TERRAIN),FIELD (DESCRIPTIVE),TERRAIN (DESCRIPTIF),DEG C,DEGREE CELSIUS,DEGRÉ CELSIUS,3620.0,FIELD MEASUREMENTS ARE MADE USING A MULTI-SONDE.,LES MESURES DE TERRAIN SONT EFFECTUÉES EN UTILISANT UNE MULTI-SONDE.
614,109070,4493,ACETAMIPRID,ACÉTAMIPRIDE,NEONICOTINOID,NÉONICOTINOÏDE,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3619.0,NEONICOTINOID INSECTICIDES IN WATER ARE ANALYZED BY ESI-LC-MS/MS.,LES INSECTICIDES NÉONICOTINOÏDES DANS L'EAU SONT ANALYSÉS PAR IONISATION PAR ÉLECTRO-NÉBULISEUR-LC-MS/MS.
615,1091,2710,ESCHERICHIA COLI,ESCHERICHIA COLI,BIOLOGICAL,BIOLOGIQUE,MPN/CL,MOST PROBABLE NUMBER PER CENTILITER,NOMBRE LE PLUS PROBABLE PAR CENTILITRE,10129.0,BC MELP EMS CODE: X015,
616,109107,731,PHOSPHORUS TOTAL DISSOLVED,PHOSPHORUS TOTAL DISSOUS,PHOSPHORUS,PHOSPHORE,MG/L,MILLIGRAM PER LITER,MILLIGRAMME PAR LITRE,3626.0,"TOTAL FILTERED PHOSPHOROUS USING PERSULFATE OXIDATION, ASCORBIC ACID, MOLYBDENUM BLUE IS DETERMINED BY THE CFA COLOURIMETER AT 880 NM WAVELENGTH.","LE PHOSPHORE TOTAL FILTRÉ UTILISANT L’OXYDATION ACIDE AU PERSULFATE, L’ACIDE ASCORBIQUE ET LE BLEU DE MOLYBDÈNE EST DÉTERMINÉ PAR CFA À LA LONGUEUR D’ONDE DE 880 NM."
617,109108,730,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,PHOSPHORUS,PHOSPHORE,MG/L,MILLIGRAM PER LITER,MILLIGRAMME PAR LITRE,3627.0,"TOTAL UNFILTERED PHOSPHOROUS USING PERSULFATE OXIDATION, ASCORBIC ACID, MOLYBDENUM BLUE IS DETERMINED BY THE CFA COLOURIMETER AT 880 NM WAVELENGTH.","LE PHOSPHORE TOTAL NON-FILTRÉ UTILISANT L’OXYDATION ACIDE AU PERSULFATE, L’ACIDE ASCORBIQUE ET LE BLEU DE MOLYBDÈNE EST DÉTERMINÉ PAR CFA À LA LONGUEUR D’ONDE DE 880 NM."
618,109109,404,CALCIUM DISSOLVED,CALCIUM DISSOUS,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAM PER LITER,MILLIGRAMME PAR LITRE,3628.0,FILTERED CATIONS ARE DETERMINED BY DIRECT ANALYSIS INDUCTIVELY COUPLED PLASMA-OPTICAL EMISSION SPECTROMETER (ICP-OES).,LES CATIONS FILTRÉS SONT DÉTERMINÉS PAR ANALYSE DIRECTE AVEC UN SPECTROSCOPE D'ÉMISSION AVEC PLASMA INDUIT (ICP-OES).
619,109110,565,POTASSIUM DISSOLVED/FILTERED,POTASSIUM DISSOUS/FILTRÉ,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAM PER LITER,MILLIGRAMME PAR LITRE,3628.0,FILTERED CATIONS ARE DETERMINED BY DIRECT ANALYSIS INDUCTIVELY COUPLED PLASMA-OPTICAL EMISSION SPECTROMETER (ICP-OES).,LES CATIONS FILTRÉS SONT DÉTERMINÉS PAR ANALYSE DIRECTE AVEC UN SPECTROSCOPE D'ÉMISSION AVEC PLASMA INDUIT (ICP-OES).
620,109111,581,MAGNESIUM DISSOLVED,MAGNÉSIUM DISSOUS,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAM PER LITER,MILLIGRAMME PAR LITRE,3628.0,FILTERED CATIONS ARE DETERMINED BY DIRECT ANALYSIS INDUCTIVELY COUPLED PLASMA-OPTICAL EMISSION SPECTROMETER (ICP-OES).,LES CATIONS FILTRÉS SONT DÉTERMINÉS PAR ANALYSE DIRECTE AVEC UN SPECTROSCOPE D'ÉMISSION AVEC PLASMA INDUIT (ICP-OES).
621,109112,600,SODIUM DISSOLVED/FILTERED,SODIUM DISSOUS/FILTRÉ,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAM PER LITER,MILLIGRAMME PAR LITRE,3628.0,FILTERED CATIONS ARE DETERMINED BY DIRECT ANALYSIS INDUCTIVELY COUPLED PLASMA-OPTICAL EMISSION SPECTROMETER (ICP-OES).,LES CATIONS FILTRÉS SONT DÉTERMINÉS PAR ANALYSE DIRECTE AVEC UN SPECTROSCOPE D'ÉMISSION AVEC PLASMA INDUIT (ICP-OES).
622,109113,3540,SILICA SOLUBLE REACTIVE,SILICE RÉACTIVE SOLUBLE,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAM PER LITER,MILLIGRAMME PAR LITRE,3628.0,FILTERED CATIONS ARE DETERMINED BY DIRECT ANALYSIS INDUCTIVELY COUPLED PLASMA-OPTICAL EMISSION SPECTROMETER (ICP-OES).,LES CATIONS FILTRÉS SONT DÉTERMINÉS PAR ANALYSE DIRECTE AVEC UN SPECTROSCOPE D'ÉMISSION AVEC PLASMA INDUIT (ICP-OES).
623,1092,433,FECAL COLIFORMS,COLIFORMES FÉCAUX,BIOLOGICAL,BIOLOGIQUE,CFU/CL,COLIFORM UNIT PER CENTILITER,UNITÉ COLIFORME PAR CENTILITRE,10129.0,BC MELP EMS CODE: X015,
624,1093,745,RESIDUE FILTERABLE,RÉSIDUS FILTRABLES,PHYSICAL,PHYSIQUE,MG/L,MILLIGRAM PER LITER,MILLIGRAMME PAR LITRE,10130.0,BC MELP EMS CODE: X017,CODE DU SSE DU MELP DE LA COLOMBIE-BRITANNIQUE:  X017
625,1094,433,FECAL COLIFORMS,COLIFORMES FÉCAUX,BIOLOGICAL,BIOLOGIQUE,CFU/100ML,COLIFORM UNIT PER 100 MILLILITERS,UNITÉ COLIFORME PAR 100 MILLILITRES,10134.0,BC MELP EMS CODE: X022,
626,1095,2710,ESCHERICHIA COLI,ESCHERICHIA COLI,BIOLOGICAL,BIOLOGIQUE,CFU/100ML,COLIFORM UNIT PER 100 MILLILITERS,UNITÉ COLIFORME PAR 100 MILLILITRES,10134.0,BC MELP EMS CODE: X022,
627,109590,4008,"HYDROCARBONS, C10-C16, F2","HYDROCARBURES, C10-C16, F2",HYDROCARBONS,HYDROCARBURES,µG/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,3325.0,SOXHLET EXTRACTION USING ACETONE/HEXANE FOLLOWED BY ANALYSIS WITH GC/FID.,EXTRACTION AU SOXHLET AVEC ACÉTONE/HEXANE ET ANALYSE PAR CHROMATOGRAPHIE EN PHASE GAZEUSE AVEC DÉTECTEUR À IONISATION DE FLAMME (CG/DIF).
628,109591,4009,"HYDROCARBONS, C16-C34, F3","HYDROCARBURES, C16-C34, F3",HYDROCARBONS,HYDROCARBURES,µG/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,3325.0,SOXHLET EXTRACTION USING ACETONE/HEXANE FOLLOWED BY ANALYSIS WITH GC/FID.,EXTRACTION AU SOXHLET AVEC ACÉTONE/HEXANE ET ANALYSE PAR CHROMATOGRAPHIE EN PHASE GAZEUSE AVEC DÉTECTEUR À IONISATION DE FLAMME (CG/DIF).
629,109592,4010,"HYDROCARBONS, C34-C50, F4","HYDROCARBURES, C34-C50, F4",HYDROCARBONS,HYDROCARBURES,µG/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,3325.0,SOXHLET EXTRACTION USING ACETONE/HEXANE FOLLOWED BY ANALYSIS WITH GC/FID.,EXTRACTION AU SOXHLET AVEC ACÉTONE/HEXANE ET ANALYSE PAR CHROMATOGRAPHIE EN PHASE GAZEUSE AVEC DÉTECTEUR À IONISATION DE FLAMME (CG/DIF).
630,1096,434,COLIFORMS TOTAL,COLIFORMES TOTAUX,BIOLOGICAL,BIOLOGIQUE,CFU/100ML,COLIFORM UNIT PER 100 MILLILITERS,UNITÉ COLIFORME PAR 100 MILLILITRES,10134.0,BC MELP EMS CODE: X022,
631,109611,1042,ALPHA-HEXACHLOROCYCLOHEXANE (ALPHA-HCH OR ALPHA-BHC),ALPHA-HEXACHLOROCYCLOHEXANE (ALPHA-HCH OU ALPHA-BHC),INSECTICIDES,INSECTICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3654.0,CHLOROBENZENES AND ORGANOCHLORINE PESTICIDES ARE ANALYZED BY LIQUID-LIQUID EXTRACTION AND GC-MS/MS DETECTION.,LES PESTICIDES ORGANOCHLORÉS ET LES CHLOROBENZÈNES SONT ANALYSÉS PAR DÉTECTION GC-MS/MS APRÈS EXTRACTION LIQUIDE-LIQUIDE.
632,109612,91,HEXACHLOROBENZENE,HEXACHLOROBENZÈNE,HALOGENATED (SUBSTITUTED AROMATIC),HALOGÉNÉS (AROMATIQUES SUBSTITUÉS),NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3654.0,CHLOROBENZENES AND ORGANOCHLORINE PESTICIDES ARE ANALYZED BY LIQUID-LIQUID EXTRACTION AND GC-MS/MS DETECTION.,LES PESTICIDES ORGANOCHLORÉS ET LES CHLOROBENZÈNES SONT ANALYSÉS PAR DÉTECTION GC-MS/MS APRÈS EXTRACTION LIQUIDE-LIQUIDE.
633,109613,247,"1,2,4,5-TETRABROMOBENZENE (1,2,4,5-TBB)","1,2,4,5-TÉTRABROMOBENZÈNE",SURROGATE,SURROGATE,%,PERCENT,POURCENTAGE,3654.0,CHLOROBENZENES AND ORGANOCHLORINE PESTICIDES ARE ANALYZED BY LIQUID-LIQUID EXTRACTION AND GC-MS/MS DETECTION.,LES PESTICIDES ORGANOCHLORÉS ET LES CHLOROBENZÈNES SONT ANALYSÉS PAR DÉTECTION GC-MS/MS APRÈS EXTRACTION LIQUIDE-LIQUIDE.
634,109614,1044,GAMMA-HEXACHLOROCYCLOHEXANE (GAMMA-HCH OR LINDANE),GAMMA-HEXACHLOROCYCLOHEXANE (GAMMA-HCH OU LINDANE),ORGANOCHLORINE,ORGANOCHLORÉS,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3654.0,CHLOROBENZENES AND ORGANOCHLORINE PESTICIDES ARE ANALYZED BY LIQUID-LIQUID EXTRACTION AND GC-MS/MS DETECTION.,LES PESTICIDES ORGANOCHLORÉS ET LES CHLOROBENZÈNES SONT ANALYSÉS PAR DÉTECTION GC-MS/MS APRÈS EXTRACTION LIQUIDE-LIQUIDE.
635,109615,42,DELTA-HEXACHLOROCYCLOHEXANE-13C OR DELTA-HCH-13C OR DELTA-BHC-13C,DELTA-HEXACHLOROCYCLOHEXANE-13C OU DELTA-HCH-13C OU DELTA-BHC-13C,SURROGATE,SURROGATE,%,PERCENT,POURCENTAGE,3654.0,CHLOROBENZENES AND ORGANOCHLORINE PESTICIDES ARE ANALYZED BY LIQUID-LIQUID EXTRACTION AND GC-MS/MS DETECTION.,LES PESTICIDES ORGANOCHLORÉS ET LES CHLOROBENZÈNES SONT ANALYSÉS PAR DÉTECTION GC-MS/MS APRÈS EXTRACTION LIQUIDE-LIQUIDE.
636,109616,281,HEPTACHLOR,HEPTACHLOR,INSECTICIDES,INSECTICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3654.0,CHLOROBENZENES AND ORGANOCHLORINE PESTICIDES ARE ANALYZED BY LIQUID-LIQUID EXTRACTION AND GC-MS/MS DETECTION.,LES PESTICIDES ORGANOCHLORÉS ET LES CHLOROBENZÈNES SONT ANALYSÉS PAR DÉTECTION GC-MS/MS APRÈS EXTRACTION LIQUIDE-LIQUIDE.
637,109617,177,ALDRIN,ALDRINE,INSECTICIDES,INSECTICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3654.0,CHLOROBENZENES AND ORGANOCHLORINE PESTICIDES ARE ANALYZED BY LIQUID-LIQUID EXTRACTION AND GC-MS/MS DETECTION.,LES PESTICIDES ORGANOCHLORÉS ET LES CHLOROBENZÈNES SONT ANALYSÉS PAR DÉTECTION GC-MS/MS APRÈS EXTRACTION LIQUIDE-LIQUIDE.
638,109618,60,HEPTACHLOR EPOXIDE,ÉPOXYDE D'HEPTACHLORE,INSECTICIDES,INSECTICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3654.0,CHLOROBENZENES AND ORGANOCHLORINE PESTICIDES ARE ANALYZED BY LIQUID-LIQUID EXTRACTION AND GC-MS/MS DETECTION.,LES PESTICIDES ORGANOCHLORÉS ET LES CHLOROBENZÈNES SONT ANALYSÉS PAR DÉTECTION GC-MS/MS APRÈS EXTRACTION LIQUIDE-LIQUIDE.
639,109619,207,GAMMA-CHLORDANE,GAMMA-CHLORDANE,PESTICIDES,PESTICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3654.0,CHLOROBENZENES AND ORGANOCHLORINE PESTICIDES ARE ANALYZED BY LIQUID-LIQUID EXTRACTION AND GC-MS/MS DETECTION.,LES PESTICIDES ORGANOCHLORÉS ET LES CHLOROBENZÈNES SONT ANALYSÉS PAR DÉTECTION GC-MS/MS APRÈS EXTRACTION LIQUIDE-LIQUIDE.
640,109620,335,ALPHA-ENDOSULFAN,ALPHA-ENDOSULFAN,INSECTICIDES,INSECTICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3654.0,CHLOROBENZENES AND ORGANOCHLORINE PESTICIDES ARE ANALYZED BY LIQUID-LIQUID EXTRACTION AND GC-MS/MS DETECTION.,LES PESTICIDES ORGANOCHLORÉS ET LES CHLOROBENZÈNES SONT ANALYSÉS PAR DÉTECTION GC-MS/MS APRÈS EXTRACTION LIQUIDE-LIQUIDE.
641,109621,206,ALPHA-CHLORDANE,ALPHA-CHLORDANE,PESTICIDES,PESTICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3654.0,CHLOROBENZENES AND ORGANOCHLORINE PESTICIDES ARE ANALYZED BY LIQUID-LIQUID EXTRACTION AND GC-MS/MS DETECTION.,LES PESTICIDES ORGANOCHLORÉS ET LES CHLOROBENZÈNES SONT ANALYSÉS PAR DÉTECTION GC-MS/MS APRÈS EXTRACTION LIQUIDE-LIQUIDE.
